COMPOUND,YEAR,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,COUNTY,STATE
Lactofen,2014,34,009,,1.5,Majene,Sulawesi Barat
Lactofen,2014,36,003,,38.7,Halmahera Timur,Maluku Utara
Lactofen,2014,36,007,,12.9,Tidore,Maluku Utara
Lactofen,2014,36,013,,119.2,Halmahera Barat,Maluku Utara
Lactofen,2014,36,017,,16.4,Ternate,Maluku Utara
Lactofen,2014,36,021,,61.2,Kepulauan Sula,Maluku Utara
Lactofen,2014,36,027,,36.5,Halmahera Selatan,Maluku Utara
Lactofen,2014,37,001,,17.2,Asmat,Papua
Lactofen,2014,37,005,,0.3,Pegunungan Bintang,Papua
Lactofen,2014,37,007,,41.2,Jayapura,Papua
Lactofen,2014,37,015,17.4,105.7,Yahukimo,Papua
Lactofen,2014,37,017,,175.8,Paniai,Papua
Lactofen,2014,37,021,,0.5,Mimika,Papua
Lactofen,2014,37,023,,1.8,Merauke,Papua
Lactofen,2014,37,025,,18.9,Waropen,Papua
Lactofen,2014,37,027,,2.3,Keerom,Papua
Lactofen,2014,37,041,7.0,44.8,Nabire,Papua
Lactofen,2014,37,045,,43.2,Tolikara,Papua
Lactofen,2014,37,049,169.6,169.6,Supiori,Papua
Lactofen,2014,37,061,,395.2,Puncak Jaya,Papua
Lactofen,2014,37,071,,10.8,Biak Numfor,Papua
Lactofen,2014,38,005,,372.9,Fakfak,Papua Barat
Lactofen,2014,38,009,,217.9,Teluk Wondama,Papua Barat
Lactofen,2014,38,015,,41.6,Raja Ampat,Papua Barat
Lactofen,2014,38,031,269.0,269.0,Sorong,Papua Barat
Lactofen,2014,38,035,,146.5,Tambrauw,Papua Barat
Lactofen,2014,39,003,55.5,55.5,Boven Digoel,Papua Selatan
Lactofen,2014,39,025,,70.4,Mappi,Papua Selatan
Lactofen,2014,41,005,2.0,2.0,Nduga,Papua Pegunungan
Lactofen,2014,41,011,0.0,0.0,Lanny Jaya,Papua Pegunungan
Lactofen,2014,41,029,0.0,0.0,Mamberamo Raya,Papua Pegunungan
Linuron,2014,01,015,0.1,0.1,Aceh Barat Daya,Aceh
Linuron,2014,01,055,0.1,0.1,Nagan Raya,Aceh
Linuron,2014,04,001,14.2,14.2,Pesisir Selatan,Sumatera Barat
Linuron,2014,04,005,0.6,0.6,Agam,Sumatera Barat
Linuron,2014,04,019,1.3,1.3,Padang Pariaman,Sumatera Barat
Linuron,2014,04,023,9.3,9.3,Kota Bukittinggi,Sumatera Barat
Linuron,2014,04,025,1.7,1.7,Pasaman Barat,Sumatera Barat
Linuron,2014,05,031,185.3,185.3,Pelalawan,Riau
Linuron,2014,06,011,43.0,43.0,Tanjung Jabung Barat,Jambi
Linuron,2014,06,019,457.4,457.4,Batanghari,Jambi
Linuron,2014,06,025,4388.7,4388.7,Kota Sungai Penuh,Jambi
Linuron,2014,08,007,0.1,0.1,Ogan Komering Ulu Selatan,Sumatera Selatan
Linuron,2014,09,001,1.2,1.2,Kaur,Bengkulu
Linuron,2014,09,003,1.3,1.3,Bengkulu Tengah,Bengkulu
Linuron,2014,09,007,0.4,0.4,Mukomuko,Bengkulu
Linuron,2014,09,011,0.7,0.7,Kepahiang,Bengkulu
Linuron,2014,10,003,4.8,4.8,Lampung Timur,Lampung
Linuron,2014,16,001,0.8,28.7,Karawang,Jawa Barat
Linuron,2014,16,003,0.2,0.2,Cimahi,Jawa Barat
Linuron,2014,16,005,0.3,0.3,Tasikmalaya,Jawa Barat
Linuron,2014,16,011,1.2,17.6,Garut,Jawa Barat
Linuron,2014,16,013,0.3,0.3,Subang,Jawa Barat
Linuron,2014,16,017,1.0,1.0,Pangandaran,Jawa Barat
Linuron,2014,16,019,0.3,3.9,Kuningan,Jawa Barat
Linuron,2014,16,027,0.3,192.0,Majalengka,Jawa Barat
Linuron,2014,16,037,0.3,0.3,Bekasi,Jawa Barat
Linuron,2014,16,055,87.7,87.7,Sukabumi,Jawa Barat
Linuron,2014,16,067,0.6,0.6,Depok,Jawa Barat
Linuron,2014,17,001,0.6,0.6,Banyumas,Jawa Tengah
Linuron,2014,17,005,0.2,0.2,Demak,Jawa Tengah
Linuron,2014,17,007,20.9,20.9,Tegal,Jawa Tengah
Linuron,2014,17,011,0.7,0.7,Pekalongan,Jawa Tengah
Linuron,2014,17,015,28.9,28.9,Cilacap,Jawa Tengah
Linuron,2014,17,019,0.8,0.8,Karanganyar,Jawa Tengah
Linuron,2014,17,029,0.4,0.4,Semarang,Jawa Tengah
Linuron,2014,17,031,0.4,0.4,Blora,Jawa Tengah
Linuron,2014,17,037,52.9,52.9,Klaten,Jawa Tengah
Linuron,2014,17,043,0.4,0.4,Grobogan,Jawa Tengah
Linuron,2014,17,075,0.4,0.4,Salatiga,Jawa Tengah
Linuron,2014,17,091,53.6,53.6,Kudus,Jawa Tengah
Linuron,2014,17,093,22.8,22.8,Wonogiri,Jawa Tengah
Linuron,2014,17,117,51.9,51.9,Surakarta (Solo),Jawa Tengah
Linuron,2014,17,159,23.4,23.4,Pati,Jawa Tengah
Linuron,2014,18,001,0.6,322.9,Yogyakarta,DI Yogyakarta
Linuron,2014,18,003,0.2,414.0,Kulon Progo,DI Yogyakarta
Linuron,2014,18,005,0.2,0.2,Bantul,DI Yogyakarta
Linuron,2014,19,001,,12.0,Trenggalek,Jawa Timur
Linuron,2014,19,005,2.1,2.1,Bangkalan,Jawa Timur
Linuron,2014,19,007,,5.3,Banyuwangi,Jawa Timur
Linuron,2014,19,009,11.4,11.4,Tulungagung,Jawa Timur
Linuron,2014,19,015,,11.9,Jember,Jawa Timur
Linuron,2014,19,017,0.4,0.4,Probolinggo,Jawa Timur
Linuron,2014,19,021,0.1,16.2,Kediri,Jawa Timur
Linuron,2014,19,023,5.5,5.5,Sumenep,Jawa Timur
Linuron,2014,19,025,15.6,15.6,Pasuruan,Jawa Timur
Linuron,2014,19,027,19.1,19.1,Pamekasan,Jawa Timur
Linuron,2014,19,039,,5.0,Sidoarjo,Jawa Timur
Linuron,2014,19,047,17.8,17.8,Malang,Jawa Timur
Linuron,2014,19,055,0.4,0.4,Surabaya,Jawa Timur
Linuron,2014,19,071,,13.1,Situsbondowoso,Jawa Timur
Linuron,2014,19,077,15.1,15.1,Lumajang,Jawa Timur
Linuron,2014,20,039,0.2,0.2,Tangerang,Banten
Linuron,2014,21,001,0.2,0.2,Tabanan,Bali
Linuron,2014,21,003,1.5,1.5,Gianyar,Bali
Linuron,2014,21,009,0.2,0.2,Bangli,Bali
Linuron,2014,21,013,0.2,0.2,Badung,Bali
Linuron,2014,21,015,0.5,0.5,Denpasar,Bali
Linuron,2014,23,001,94.6,94.6,Rote Ndao,Nusa Tenggara Timur
Linuron,2014,23,003,3574.6,3574.6,Alor,Nusa Tenggara Timur
Linuron,2014,23,005,1.4,1.4,Manggarai,Nusa Tenggara Timur
Linuron,2014,23,007,0.4,0.4,Kupang,Nusa Tenggara Timur
Linuron,2014,23,009,1.3,1.3,Manggarai Barat,Nusa Tenggara Timur
Linuron,2014,23,011,2.0,2.0,Timor Tengah Selatan,Nusa Tenggara Timur
Linuron,2014,23,013,0.8,0.8,Belu,Nusa Tenggara Timur
Linuron,2014,23,017,159.5,159.5,Timor Tengah Utara,Nusa Tenggara Timur
Linuron,2014,23,019,653.0,653.0,Sikka,Nusa Tenggara Timur
Linuron,2014,23,021,161.0,161.0,Flores Timur,Nusa Tenggara Timur
Linuron,2014,24,001,4.9,4.9,Ketapang,Kalimantan Barat
Linuron,2014,24,005,0.4,181.4,Sanggau,Kalimantan Barat
Linuron,2014,24,013,0.1,343.1,Sambas,Kalimantan Barat
Linuron,2014,24,015,0.0,0.0,Melawi,Kalimantan Barat
Linuron,2014,24,023,22.1,22.1,Sintang,Kalimantan Barat
Linuron,2014,24,029,0.0,0.0,Mempawah,Kalimantan Barat
Linuron,2014,24,031,0.1,204.9,Singkawang,Kalimantan Barat
Linuron,2014,25,001,0.5,0.5,Barito Utara,Kalimantan Tengah
Linuron,2014,25,003,1.0,1.0,Seruyan,Kalimantan Tengah
Linuron,2014,25,005,1.1,1.1,Barito Selatan,Kalimantan Tengah
Linuron,2014,25,007,0.4,0.4,Pulang Pisau,Kalimantan Tengah
Linuron,2014,25,009,1.7,1.7,Lamandau,Kalimantan Tengah
Linuron,2014,25,011,81.1,81.1,Kapuas,Kalimantan Tengah
Linuron,2014,25,023,1.3,1.3,Katingan,Kalimantan Tengah
Linuron,2014,25,027,1.6,1.6,Palangka Raya,Kalimantan Tengah
Linuron,2014,26,001,2.4,2.4,Hulu Sungai Selatan,Kalimantan Selatan
Linuron,2014,26,003,8.9,8.9,Tanah Laut,Kalimantan Selatan
Linuron,2014,26,005,201.7,419.4,Hulu Sungai Utara,Kalimantan Selatan
Linuron,2014,26,009,217.4,217.7,Hulu Sungai Tengah,Kalimantan Selatan
Linuron,2014,26,015,20.4,213.0,Kotabaru,Kalimantan Selatan
Linuron,2014,26,017,25.0,690.9,Tapin,Kalimantan Selatan
Linuron,2014,26,027,73.1,73.9,Banjarbaru,Kalimantan Selatan
Linuron,2014,26,031,10.4,10.4,Tanah Bumbu,Kalimantan Selatan
Linuron,2014,26,037,36.0,514.6,Banjarmasin,Kalimantan Selatan
Linuron,2014,26,069,3.2,3.2,Barito Kuala,Kalimantan Selatan
Linuron,2014,27,001,0.8,2.1,Kutai Barat,Kalimantan Timur
Linuron,2014,27,003,1.3,2.6,Samarinda,Kalimantan Timur
Linuron,2014,27,009,,42.4,Mahakam Ulu,Kalimantan Timur
Linuron,2014,27,013,184.3,184.3,Paser,Kalimantan Timur
Linuron,2014,27,015,0.2,0.2,Penajam Paser Utara,Kalimantan Timur
Linuron,2014,27,017,0.2,0.8,Kutai Kartanegara,Kalimantan Timur
Linuron,2014,29,023,,1.7,Minahasa Utara,Sulawesi Utara
Linuron,2014,30,039,,2.7,Banggai Kepulauan,Sulawesi Tengah
Linuron,2014,31,001,3.6,3.6,Luwu Utara,Sulawesi Selatan
Linuron,2014,31,003,,16.7,Makassar,Sulawesi Selatan
Linuron,2014,31,011,,13.7,Sidenreng Rappang,Sulawesi Selatan
Linuron,2014,31,021,137.7,151.6,Enrekang,Sulawesi Selatan
Linuron,2014,31,023,1.4,14.6,Takalar,Sulawesi Selatan
Linuron,2014,31,025,171.7,186.5,Bulukumba,Sulawesi Selatan
Linuron,2014,31,027,0.2,15.1,Parepare,Sulawesi Selatan
Linuron,2014,31,029,198.1,198.1,Pangkep,Sulawesi Selatan
Linuron,2014,31,039,0.8,16.0,Jeneponto,Sulawesi Selatan
Linuron,2014,31,043,0.6,6.5,Palopo,Sulawesi Selatan
Linuron,2014,31,047,0.5,0.5,Maros,Sulawesi Selatan
Linuron,2014,31,145,147.1,147.1,Tana Toraja,Sulawesi Selatan
Linuron,2014,31,177,2.3,12.7,Sinjai,Sulawesi Selatan
Linuron,2014,32,003,1.1,1.1,Kolaka Utara,Sulawesi Tenggara
Linuron,2014,33,001,0.6,0.6,Gorontalo,Gorontalo
Linuron,2014,33,003,0.5,0.5,Pohuwato,Gorontalo
Linuron,2014,33,005,1.5,1.5,Boalemo,Gorontalo
Linuron,2014,33,007,0.5,0.5,Bone Bolango,Gorontalo
Linuron,2014,33,015,1.2,1.2,Gorontalo Utara,Gorontalo
Linuron,2014,34,001,0.3,0.3,Mamasa,Sulawesi Barat
Linuron,2014,34,005,7.4,7.4,Pasangkayu,Sulawesi Barat
Linuron,2014,34,009,0.0,0.0,Majene,Sulawesi Barat
Linuron,2014,35,001,0.5,0.5,Ambon,Maluku
Linuron,2014,35,005,0.9,0.9,Tual,Maluku
Linuron,2014,35,009,0.8,0.8,Seram Bagian Barat,Maluku
Linuron,2014,35,013,1.9,1.9,Maluku Utara,Maluku
Linuron,2014,35,015,1.5,1.5,Maluku Tenggara,Maluku
Linuron,2014,35,061,0.5,0.5,Maluku Tengah,Maluku
Linuron,2014,36,001,,0.9,Morotai,Maluku Utara
Linuron,2014,36,003,41.1,41.1,Halmahera Timur,Maluku Utara
Linuron,2014,36,007,1.0,1.0,Tidore,Maluku Utara
Linuron,2014,36,013,3.2,3.2,Halmahera Barat,Maluku Utara
Linuron,2014,36,017,1.3,1.3,Ternate,Maluku Utara
Linuron,2014,36,021,,5.5,Kepulauan Sula,Maluku Utara
Linuron,2014,36,027,,3.3,Halmahera Selatan,Maluku Utara
Linuron,2014,36,049,0.3,0.3,Halmahera Tengah,Maluku Utara
Linuron,2014,37,007,,39.0,Jayapura,Papua
Linuron,2014,37,017,,62.3,Paniai,Papua
Linuron,2014,37,021,2.7,2.7,Mimika,Papua
Linuron,2014,37,023,0.5,0.5,Merauke,Papua
Linuron,2014,37,025,,0.6,Waropen,Papua
Linuron,2014,37,045,,48.2,Tolikara,Papua
Linuron,2014,37,061,,183.8,Puncak Jaya,Papua
Linuron,2014,39,003,0.0,822.5,Boven Digoel,Papua Selatan
Linuron,2014,39,025,1.1,80.9,Mappi,Papua Selatan
Linuron,2014,41,001,3.0,3.0,Jayawijaya,Papua Pegunungan
Linuron,2014,41,005,3.3,3.3,Nduga,Papua Pegunungan
Linuron,2014,41,011,0.3,0.3,Lanny Jaya,Papua Pegunungan
Linuron,2014,41,029,2.1,2.1,Mamberamo Raya,Papua Pegunungan
Malathion,2014,04,001,14.7,202.0,Pesisir Selatan,Sumatera Barat
Malathion,2014,04,003,4842.9,4843.0,Solok,Sumatera Barat
Malathion,2014,04,005,3.9,49.4,Agam,Sumatera Barat
Malathion,2014,04,007,1.0,45.4,Pasaman,Sumatera Barat
Malathion,2014,04,009,1064.7,1064.7,Solok Selatan,Sumatera Barat
Malathion,2014,04,011,365.3,365.3,Kota Padang,Sumatera Barat
Malathion,2014,04,015,8.3,1750.1,Lima Puluh Koto,Sumatera Barat
Malathion,2014,04,019,1922.4,1922.9,Padang Pariaman,Sumatera Barat
Malathion,2014,04,023,293.8,294.0,Kota Bukittinggi,Sumatera Barat
Malathion,2014,04,025,32.3,219.5,Pasaman Barat,Sumatera Barat
Malathion,2014,05,001,,3677.8,Kepulauan Meranti,Riau
Malathion,2014,05,003,1535.6,3525.6,Dumai,Riau
Malathion,2014,05,019,,150.4,Rokan Hulu,Riau
Malathion,2014,05,031,,10066.2,Pelalawan,Riau
Malathion,2014,05,041,853.1,6605.1,Bengkalis,Riau
Malathion,2014,06,001,0.8,0.8,Sarolangun,Jambi
Malathion,2014,06,005,85.3,85.3,Bungo,Jambi
Malathion,2014,06,007,122.7,122.7,Merangin,Jambi
Malathion,2014,06,011,1036.9,1036.9,Tanjung Jabung Barat,Jambi
Malathion,2014,06,013,31.7,31.7,Kota Jambi,Jambi
Malathion,2014,06,019,21509.9,21509.9,Batanghari,Jambi
Malathion,2014,06,025,27623.1,27623.1,Kota Sungai Penuh,Jambi
Malathion,2014,06,035,38.5,38.5,Muaro Jambi,Jambi
Malathion,2014,08,003,,756.4,Ogan Komering Ulu,Sumatera Selatan
Malathion,2014,08,007,94.3,94.3,Ogan Komering Ulu Selatan,Sumatera Selatan
Malathion,2014,08,021,,1512.8,Prabumulih,Sumatera Selatan
Malathion,2014,08,053,4.6,4.6,Banyuasin,Sumatera Selatan
Malathion,2014,08,093,,19.7,Empat Lawang,Sumatera Selatan
Malathion,2014,12,001,31.4,31.4,Bangka Tengah,Kepulauan Bangka Belitung
Malathion,2014,12,003,3.0,3.0,Bangka Selatan,Kepulauan Bangka Belitung
Malathion,2014,12,005,1.0,1.0,Bangka Barat,Kepulauan Bangka Belitung
Malathion,2014,12,007,4.7,4.7,Belitung,Kepulauan Bangka Belitung
Malathion,2014,12,017,25.0,25.0,Belitung Timur,Kepulauan Bangka Belitung
Malathion,2014,12,019,1.5,1.5,Kota Pangkal Pinang,Kepulauan Bangka Belitung
Malathion,2014,12,027,6938.0,6938.0,Bangka,Kepulauan Bangka Belitung
Malathion,2014,13,001,,75.7,Natuna,Kepulauan Riau
Malathion,2014,13,003,3.4,3.4,Kepulauan Anambas,Kepulauan Riau
Malathion,2014,13,007,,16.1,Tanjung Pinang,Kepulauan Riau
Malathion,2014,13,021,,5.6,Karimun,Kepulauan Riau
Malathion,2014,13,027,128.8,128.8,Bintan,Kepulauan Riau
Malathion,2014,13,037,,76.2,Batam,Kepulauan Riau
Malathion,2014,16,001,0.6,29.1,Karawang,Jawa Barat
Malathion,2014,16,003,0.3,5.6,Cimahi,Jawa Barat
Malathion,2014,16,005,112.7,112.7,Tasikmalaya,Jawa Barat
Malathion,2014,16,007,83.6,83.6,Bandung,Jawa Barat
Malathion,2014,16,011,617.1,617.1,Garut,Jawa Barat
Malathion,2014,16,013,,19.0,Subang,Jawa Barat
Malathion,2014,16,017,0.7,58.6,Pangandaran,Jawa Barat
Malathion,2014,16,019,470.1,470.1,Kuningan,Jawa Barat
Malathion,2014,16,023,88.6,88.6,Cirebon,Jawa Barat
Malathion,2014,16,027,14.6,292.5,Majalengka,Jawa Barat
Malathion,2014,16,037,32.3,32.3,Bekasi,Jawa Barat
Malathion,2014,16,055,0.9,352.0,Sukabumi,Jawa Barat
Malathion,2014,16,067,,178.5,Depok,Jawa Barat
Malathion,2014,20,001,,167.0,Serang,Banten
Malathion,2014,20,015,,453.2,Cilegon,Banten
Malathion,2014,21,015,19.0,19.0,Denpasar,Bali
Malathion,2014,21,023,10.4,10.4,Klungkung,Bali
Malathion,2014,22,001,22.0,352.9,Dompu,Nusa Tenggara Barat
Malathion,2014,22,003,3.9,53.2,Sumbawa Barat,Nusa Tenggara Barat
Malathion,2014,22,007,,63.0,Sumbawa,Nusa Tenggara Barat
Malathion,2014,22,009,806.5,1932.5,Lombok Barat,Nusa Tenggara Barat
Malathion,2014,22,017,,281.7,Lombok Tengah,Nusa Tenggara Barat
Malathion,2014,22,019,8.4,77.2,Mataram,Nusa Tenggara Barat
Malathion,2014,22,023,5.0,27.5,Lombok Timur,Nusa Tenggara Barat
Malathion,2014,26,017,0.2,0.2,Tapin,Kalimantan Selatan
Malathion,2014,28,001,154.7,422.0,Tana Tidung,Kalimantan Utara
Malathion,2014,28,003,,505.9,Tanjung Selor,Kalimantan Utara
Malathion,2014,28,005,62.2,62.2,Nunukan,Kalimantan Utara
Malathion,2014,28,007,,763.4,Malinau,Kalimantan Utara
Malathion,2014,28,015,,983.1,Bulungan,Kalimantan Utara
Malathion,2014,30,001,,1092.7,Morowali,Sulawesi Tengah
Malathion,2014,30,007,,601.5,Buol,Sulawesi Tengah
Malathion,2014,30,009,,1108.1,Palu,Sulawesi Tengah
Malathion,2014,30,013,,1424.7,Tojo Una-Una,Sulawesi Tengah
Malathion,2014,30,023,,202.0,Donggala,Sulawesi Tengah
Malathion,2014,30,027,,4369.0,Sigi,Sulawesi Tengah
Malathion,2014,30,039,0.0,321.1,Banggai Kepulauan,Sulawesi Tengah
Malathion,2014,30,061,,63.3,Poso,Sulawesi Tengah
Malathion,2014,32,001,0.7,457.2,Wakatobi,Sulawesi Tenggara
Malathion,2014,32,003,26.8,26.8,Kolaka Utara,Sulawesi Tenggara
Malathion,2014,32,005,,182.6,Muna,Sulawesi Tenggara
Malathion,2014,32,013,,1369.4,Baubau,Sulawesi Tenggara
Malathion,2014,32,015,,308.6,Konawe,Sulawesi Tenggara
Malathion,2014,32,019,119.1,940.8,Buton,Sulawesi Tenggara
Malathion,2014,32,027,,730.4,Kendari,Sulawesi Tenggara
Malathion,2014,35,001,,118.9,Ambon,Maluku
Malathion,2014,35,017,,497.8,Seram Bagian Timur,Maluku
Malathion,2014,35,061,,164.4,Maluku Tengah,Maluku
Malathion,2014,37,001,1.6,1.6,Asmat,Papua
Malathion,2014,37,041,82.6,82.6,Nabire,Papua
Malathion,2014,39,003,0.2,0.2,Boven Digoel,Papua Selatan
Malathion,2014,39,025,75.0,75.0,Mappi,Papua Selatan
Malathion,2014,41,001,21.6,21.6,Jayawijaya,Papua Pegunungan
Malathion,2014,41,005,1273.2,1273.5,Nduga,Papua Pegunungan
Malathion,2014,41,011,2.4,30.9,Lanny Jaya,Papua Pegunungan
Malathion,2014,41,029,9.3,97.2,Mamberamo Raya,Papua Pegunungan
Maleic Hydrazide,2014,06,025,964.9,964.9,Kota Sungai Penuh,Jambi
Maleic Hydrazide,2014,08,003,,433.0,Ogan Komering Ulu,Sumatera Selatan
Maleic Hydrazide,2014,08,007,0.0,0.0,Ogan Komering Ulu Selatan,Sumatera Selatan
Maleic Hydrazide,2014,08,021,,0.0,Prabumulih,Sumatera Selatan
Maleic Hydrazide,2014,09,001,2.2,2.2,Kaur,Bengkulu
Maleic Hydrazide,2014,09,003,2.4,2.4,Bengkulu Tengah,Bengkulu
Maleic Hydrazide,2014,09,007,0.8,0.8,Mukomuko,Bengkulu
Maleic Hydrazide,2014,09,011,1.4,1.4,Kepahiang,Bengkulu
Maleic Hydrazide,2014,12,001,114.9,114.9,Bangka Tengah,Kepulauan Bangka Belitung
Maleic Hydrazide,2014,12,003,0.0,0.0,Bangka Selatan,Kepulauan Bangka Belitung
Maleic Hydrazide,2014,12,007,0.0,0.0,Belitung,Kepulauan Bangka Belitung
Maleic Hydrazide,2014,12,019,0.1,0.1,Kota Pangkal Pinang,Kepulauan Bangka Belitung
Maleic Hydrazide,2014,12,027,,0.0,Bangka,Kepulauan Bangka Belitung
Maleic Hydrazide,2014,13,001,28.5,28.5,Natuna,Kepulauan Riau
Maleic Hydrazide,2014,13,003,652.3,652.3,Kepulauan Anambas,Kepulauan Riau
Maleic Hydrazide,2014,13,027,183.4,183.4,Bintan,Kepulauan Riau
Maleic Hydrazide,2014,16,001,,5.7,Karawang,Jawa Barat
Maleic Hydrazide,2014,16,005,25.3,25.3,Tasikmalaya,Jawa Barat
Maleic Hydrazide,2014,16,007,2.7,2.7,Bandung,Jawa Barat
Maleic Hydrazide,2014,16,011,206.1,206.1,Garut,Jawa Barat
Maleic Hydrazide,2014,16,013,240.2,240.2,Subang,Jawa Barat
Maleic Hydrazide,2014,16,015,,0.6,Bogor,Jawa Barat
Maleic Hydrazide,2014,16,017,0.1,0.1,Pangandaran,Jawa Barat
Maleic Hydrazide,2014,16,019,72.7,72.7,Kuningan,Jawa Barat
Maleic Hydrazide,2014,16,023,2.0,2.0,Cirebon,Jawa Barat
Maleic Hydrazide,2014,16,027,,188.4,Majalengka,Jawa Barat
Maleic Hydrazide,2014,16,037,5.5,5.5,Bekasi,Jawa Barat
Maleic Hydrazide,2014,16,055,84.4,84.4,Sukabumi,Jawa Barat
Maleic Hydrazide,2014,16,067,2956.3,2956.3,Depok,Jawa Barat
Maleic Hydrazide,2014,18,005,21.8,21.8,Bantul,DI Yogyakarta
Maleic Hydrazide,2014,21,001,1251.9,1251.9,Tabanan,Bali
Maleic Hydrazide,2014,21,003,3291.2,3291.2,Gianyar,Bali
Maleic Hydrazide,2014,21,009,5524.1,5524.1,Bangli,Bali
Maleic Hydrazide,2014,21,015,330.5,330.5,Denpasar,Bali
Maleic Hydrazide,2014,21,017,2041.0,2041.0,Buleleng,Bali
Maleic Hydrazide,2014,21,023,932.5,932.5,Klungkung,Bali
Maleic Hydrazide,2014,21,033,409.8,409.8,Karangasem,Bali
Maleic Hydrazide,2014,23,001,,171.4,Rote Ndao,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,003,88.9,88.9,Alor,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,005,,2.6,Manggarai,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,007,,0.8,Kupang,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,009,1.9,1.9,Manggarai Barat,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,011,,3.6,Timor Tengah Selatan,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,013,,1.5,Belu,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,017,,289.2,Timor Tengah Utara,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,019,979.4,979.4,Sikka,Nusa Tenggara Timur
Maleic Hydrazide,2014,23,021,241.4,241.4,Flores Timur,Nusa Tenggara Timur
Maleic Hydrazide,2014,24,003,1.2,1.2,Landak,Kalimantan Barat
Maleic Hydrazide,2014,24,005,7.0,7.0,Sanggau,Kalimantan Barat
Maleic Hydrazide,2014,24,009,0.8,0.8,Kubu Raya,Kalimantan Barat
Maleic Hydrazide,2014,24,013,0.8,0.8,Sambas,Kalimantan Barat
Maleic Hydrazide,2014,24,015,9.7,9.7,Melawi,Kalimantan Barat
Maleic Hydrazide,2014,24,031,1.1,1.1,Singkawang,Kalimantan Barat
Maleic Hydrazide,2014,25,001,1.0,1.0,Barito Utara,Kalimantan Tengah
Maleic Hydrazide,2014,25,003,1.9,1.9,Seruyan,Kalimantan Tengah
Maleic Hydrazide,2014,25,005,2.0,2.0,Barito Selatan,Kalimantan Tengah
Maleic Hydrazide,2014,25,007,0.7,0.7,Pulang Pisau,Kalimantan Tengah
Maleic Hydrazide,2014,25,009,3.3,3.3,Lamandau,Kalimantan Tengah
Maleic Hydrazide,2014,25,011,152.6,152.6,Kapuas,Kalimantan Tengah
Maleic Hydrazide,2014,25,023,2.4,2.4,Katingan,Kalimantan Tengah
Maleic Hydrazide,2014,25,027,3.0,3.0,Palangka Raya,Kalimantan Tengah
Maleic Hydrazide,2014,27,001,,0.3,Kutai Barat,Kalimantan Timur
Maleic Hydrazide,2014,27,003,,0.3,Samarinda,Kalimantan Timur
Maleic Hydrazide,2014,27,005,,19.8,Kutai Timur,Kalimantan Timur
Maleic Hydrazide,2014,27,009,10.1,10.1,Mahakam Ulu,Kalimantan Timur
Maleic Hydrazide,2014,27,013,34.9,34.9,Paser,Kalimantan Timur
Maleic Hydrazide,2014,27,015,0.0,0.0,Penajam Paser Utara,Kalimantan Timur
Maleic Hydrazide,2014,27,017,,0.1,Kutai Kartanegara,Kalimantan Timur
Maleic Hydrazide,2014,27,033,32.9,32.9,Balikpapan,Kalimantan Timur
Maleic Hydrazide,2014,29,023,7.5,7.5,Minahasa Utara,Sulawesi Utara
Maleic Hydrazide,2014,29,031,2.8,2.8,Manado,Sulawesi Utara
Maleic Hydrazide,2014,30,001,,2.9,Morowali,Sulawesi Tengah
Maleic Hydrazide,2014,32,001,0.0,0.0,Wakatobi,Sulawesi Tenggara
Maleic Hydrazide,2014,32,013,127.0,127.0,Baubau,Sulawesi Tenggara
Maleic Hydrazide,2014,32,019,0.6,0.6,Buton,Sulawesi Tenggara
Maleic Hydrazide,2014,33,001,1.2,1.2,Gorontalo,Gorontalo
Maleic Hydrazide,2014,33,003,1.1,1.1,Pohuwato,Gorontalo
Maleic Hydrazide,2014,33,005,3.0,3.0,Boalemo,Gorontalo
Maleic Hydrazide,2014,33,007,1.1,1.1,Bone Bolango,Gorontalo
Maleic Hydrazide,2014,33,015,2.4,2.4,Gorontalo Utara,Gorontalo
Maleic Hydrazide,2014,34,001,3.0,3.0,Mamasa,Sulawesi Barat
Maleic Hydrazide,2014,34,005,82.1,82.1,Pasangkayu,Sulawesi Barat
Maleic Hydrazide,2014,34,009,0.5,0.5,Majene,Sulawesi Barat
Maleic Hydrazide,2014,35,001,0.3,0.3,Ambon,Maluku
Maleic Hydrazide,2014,35,061,0.1,0.1,Maluku Tengah,Maluku
Maleic Hydrazide,2014,36,001,,1.8,Morotai,Maluku Utara
Maleic Hydrazide,2014,36,003,56.1,56.1,Halmahera Timur,Maluku Utara
Maleic Hydrazide,2014,36,007,1.7,1.7,Tidore,Maluku Utara
Maleic Hydrazide,2014,36,013,4.3,4.3,Halmahera Barat,Maluku Utara
Maleic Hydrazide,2014,36,017,2.4,2.4,Ternate,Maluku Utara
Maleic Hydrazide,2014,36,021,,7.5,Kepulauan Sula,Maluku Utara
Maleic Hydrazide,2014,36,027,,4.5,Halmahera Selatan,Maluku Utara
